0	1.29913
1	1.23871
2	2.47742
3	1.14807
4	1.75232
5	2.4472
6	1.96381
7	2.56805
8	2.53784
9	2.80975
10	2.9306
11	3.56506
12	2.80975
13	3.86719
14	4.1391
15	4.8642
16	3.32336
17	3.56506
18	3.32336
19	3.56506
20	5.37781
21	3.83698
22	3.62549
23	3.92761
24	4.56207
25	5.16632
26	3.62549
27	5.13611
28	5.40802
29	5.46844
30	5.43823
31	5.22675
32	5.3476
33	5.80078
34	5.49866
35	6.07269
36	7.67395
37	7.00928
38	5.80078
39	6.13312
40	6.07269
41	7.22076
42	7.5531
43	7.28119
44	6.40503
45	7.00928
46	7.70416
47	6.31439
48	6.64673
49	7.3114
50	7.28119
51	6.46545
52	6.07269
53	6.76758
54	6.5863
55	6.19354
56	7.82501
57	7.25098
58	7.40204
59	8.06671
60	8.45947
61	6.46545
62	7.43225
63	7.82501
64	8.67096
65	7.85522
66	8.30841
67	9.06372
68	8.58032
69	8.15735
70	8.79181
71	8.5199
72	8.82202
73	8.70117
74	8.39905
75	8.48969
76	8.5199
77	7.76459
78	7.73438
79	8.70117
80	8.73138
81	8.82202
82	8.39905
83	8.82202
84	8.39905
85	8.97308
86	8.7616
87	8.97308
88	8.73138
89	9.27521
90	11.1484
91	10.242
92	9.90967
93	8.91266
94	10.665
95	8.88245
96	10.1816
97	9.03351
98	8.82202
99	8.85223
100	9.09393
101	9.57733
102	9.245
103	9.42627
104	9.78882
105	9.0033
106	9.66797
107	9.09393
108	9.84924
109	9.57733
110	10.4837
111	9.45648
112	10.6046
113	9.45648
114	8.45947
115	8.82202
116	9.30542
117	7.91565
118	9.84924
119	8.91266
120	9.57733
121	9.06372
122	9.09393
123	9.245
124	10.2722
125	10.0607
126	10.3629
127	9.42627
128	9.66797
129	8.48969
130	9.93988
131	9.36584
132	9.60754
133	9.48669
134	10.0003
135	10.1514
136	11.3297
137	10.1212
138	9.87946
139	10.8765
140	10.6348
141	10.8463
142	9.75861
143	10.7556
144	10.5139
145	10.6046
146	10.5139
147	10.7858
148	10.2118
149	11.7526
150	10.5139
151	10.0607
152	11.1182
153	10.0305
154	10.3931
155	10.8765
156	10.3326
157	11.0275
158	10.3326
159	10.6952
160	9.66797
161	10.2722
162	10.9369
163	9.39606
164	10.9067
165	10.816
166	10.5743
167	11.0577
168	11.2994
169	10.3629
170	10.0909
171	10.7858
172	11.1182
173	9.33563
174	11.239
175	10.1514
176	9.81903
177	9.66797
178	10.4535
179	10.242
180	10.3931
181	10.4837
182	10.0909
183	10.6046
184	10.5441
185	10.8463
186	10.6952
187	9.69818
188	11.088
189	10.1816
190	10.6348
191	11.1182
192	11.662
193	10.9973
194	10.4535
195	10.5743
196	10.5139
197	10.242
198	10.1212
199	11.1484
200	11.1786
201	9.42627
202	10.1212
203	10.3931
204	10.816
205	9.63776
206	12.1756
207	9.66797
208	11.4807
209	10.242
210	10.3326
211	9.90967
212	9.97009
213	10.242
214	10.6046
215	10.5441
216	11.0275
217	11.4203
218	11.6922
219	10.8765
220	11.2994
221	11.7828
222	11.088
223	10.5139
224	10.6348
225	9.72839
226	10.5139
227	11.1484
228	11.8735
229	11.5109
230	10.0003
231	12.1454
232	10.8765
233	10.8463
234	11.6922
235	11.2088
236	10.5441
237	10.4535
238	11.3297
239	10.9671
240	10.7556
241	11.0275
242	11.1182
243	11.2088
244	10.1212
245	11.5714
246	11.1786
247	11.7526
248	11.813
249	11.9641
250	11.4203
251	11.3599
252	11.9037
253	11.662
254	11.9641
255	10.1514
256	11.3599
257	10.7556
258	11.4203
259	10.9973
260	10.5441
261	10.6046
262	11.5714
263	11.3901
264	10.9067
265	11.662
266	10.816
267	10.9369
268	11.2692
269	11.239
270	11.1786
271	12.1756
272	11.5411
273	10.7858
274	11.8735
275	12.1454
276	11.8735
277	11.9641
278	11.2692
279	12.2058
280	10.6952
281	11.3297
282	10.3629
283	10.4535
284	11.3297
285	10.7556
286	10.2722
287	11.2088
288	12.0547
289	11.6016
290	10.8463
291	9.90967
292	11.2692
293	10.9067
294	11.5109
295	11.6922
296	11.7526
297	10.7858
298	10.3931
299	9.93988
300	10.9671
301	9.0033
302	10.5139
303	11.4505
304	10.1514
305	11.1484
306	11.3599
307	10.7556
308	10.9973
309	10.3931
310	10.4233
311	9.87946
312	8.97308
313	10.2118
314	10.4535
315	10.5743
316	9.72839
317	10.9369
318	11.0577
319	11.0577
320	10.5743
321	10.6348
322	11.2088
323	12.2964
324	11.4203
325	11.1786
326	10.0003
327	11.6318
328	10.7858
329	10.9671
330	11.662
331	11.5714
332	11.4807
333	12.4475
334	10.816
335	10.6046
336	11.6922
337	10.8765
338	12.0245
339	11.8433
340	12.2058
341	12.2662
342	11.5411
343	12.5079
344	12.3267
345	12.085
346	11.9037
347	11.7224
348	12.0547
349	12.0547
350	11.8433
351	11.7828
352	12.5986
353	10.9671
354	11.5714
355	12.8705
356	12.5684
357	12.2662
358	11.239
359	12.9913
360	11.4807
361	12.236
362	12.3267
363	11.7224
364	13.0215
365	12.1152
366	12.3267
367	11.9943
368	11.1484
369	11.0577
370	11.6922
371	12.1152
372	12.2058
373	12.0245
374	12.0547
375	12.5381
376	12.8705
377	13.5654
378	11.0275
379	12.0245
380	12.1454
381	12.1756
382	12.3267
383	12.6892
384	12.9007
385	12.5079
386	12.6892
387	12.3267
388	12.9913
389	11.8735
390	11.5714
391	12.5986
392	11.6016
393	11.088
394	12.9611
395	11.9641
396	12.3569
397	11.9943
398	12.8403
399	11.813
400	11.7526
401	11.5109
402	12.659
403	12.2662
404	12.9007
405	12.9913
406	12.2662
407	12.3871
408	12.0245
409	12.1756
410	11.4807
411	11.6922
412	10.9369
413	11.7224
414	11.6318
415	11.2994
416	11.3297
417	12.1454
418	11.9641
419	12.3267
420	13.4143
421	12.5684
422	11.662
423	13.233
424	11.662
425	12.2058
426	11.7526
427	12.0245
428	12.1454
429	12.1756
430	12.236
431	12.2964
432	12.9611
433	12.3267
434	12.4173
435	11.662
436	12.2058
437	11.6922
438	11.9037
439	12.7496
440	12.0245
441	11.9037
442	12.7194
443	12.7194
444	12.5684
445	11.8433
446	12.2662
447	12.7798
448	12.6288
449	12.5079
450	13.3841
451	11.9943
452	13.082
453	11.7224
454	12.1152
455	13.5654
456	12.5684
457	12.4777
458	12.2964
459	13.0215
460	12.4173
461	12.1152
462	13.233
463	12.9309
464	12.0547
465	11.9037
466	12.4475
467	12.085
468	12.1454
469	11.9037
470	12.659
471	14.4415
472	13.1424
473	11.6318
474	12.5079
475	13.3841
476	11.8433
477	13.1424
478	13.233
479	12.1756
480	13.0518
481	12.1152
482	12.6892
483	12.0245
484	12.5986
485	12.7798
486	12.1756
487	10.9369
488	12.8101
489	12.4777
490	11.2692
491	12.7798
492	13.0518
493	12.7798
494	11.4505
495	12.2662
496	12.3871
497	12.9611
498	11.9037
499	11.7828
500	12.7496
501	12.085
502	12.2662
503	13.3539
504	12.4475
505	11.1182
506	11.8433
507	11.8735
508	12.3267
509	12.6288
510	13.7769
511	13.233
512	13.0215
513	12.7496
514	13.7769
515	13.6862
516	13.8071
517	12.3871
518	12.8403
519	12.3569
520	13.4747
521	12.9309
522	13.5654
523	12.236
524	12.7798
525	13.2028
526	11.9943
527	11.662
528	12.236
529	11.4505
530	12.5079
531	12.1756
532	10.9671
533	12.0547
534	11.8735
535	12.4173
536	12.9309
537	13.4445
538	12.8403
539	13.082
540	12.4475
541	12.5684
542	12.5986
543	13.2632
544	12.7496
545	12.7798
546	13.1726
547	12.2058
548	12.8705
549	13.0215
550	13.8071
551	12.8101
552	12.3267
553	13.8071
554	12.9611
555	12.5986
556	12.9913
557	13.6258
558	12.9007
559	13.1726
560	12.8403
561	14.3509
562	13.1424
563	13.7466
564	12.9309
565	13.1424
566	12.659
567	12.9913
568	13.233
569	13.1726
570	12.7194
571	13.5049
572	11.1484
573	11.9641
574	12.9309
575	12.9913
576	13.0215
577	12.659
578	13.1424
579	12.9611
580	13.3841
581	11.9641
582	11.7828
583	11.7224
584	12.4475
585	12.4173
586	11.8735
587	12.4475
588	11.9037
589	12.2058
590	12.236
591	13.2028
592	11.6922
593	11.6922
594	12.0547
595	11.5411
596	11.0275
597	11.8433
598	11.9037
599	11.1182
600	11.9641
601	12.3871
602	11.8433
603	12.2058
604	11.4505
605	12.1454
606	12.0547
607	13.2632
608	13.8977
609	12.1454
610	12.4777
611	12.4777
612	12.1756
613	12.9913
614	13.2632
615	12.3871
616	12.7496
617	12.4475
618	12.8101
619	13.4143
620	12.1454
621	11.5109
622	12.236
623	13.0518
624	13.3237
625	12.7496
626	12.1756
627	12.3267
628	11.8735
629	12.8705
630	13.9581
631	13.5352
632	12.236
633	12.5381
634	13.4445
635	12.659
636	13.0518
637	11.9037
638	12.7798
639	13.9581
640	12.6892
641	13.4445
642	12.9913
643	13.233
644	12.4173
645	12.4173
646	12.4173
647	12.659
648	13.082
649	13.233
650	12.4475
651	12.9309
652	12.4173
653	12.4173
654	12.9913
655	12.2964
656	12.5079
657	12.236
658	12.7194
659	12.659
660	12.6892
661	12.8101
662	13.5049
663	13.3237
664	12.9611
665	13.7164
666	13.1424
667	12.8403
668	13.1726
669	12.8705
670	13.1424
671	12.659
672	12.5684
673	13.9279
674	12.659
675	12.4173
676	12.1152
677	11.7828
678	12.085
679	12.7798
680	12.5684
681	12.2964
682	12.7496
683	13.082
684	12.9611
685	12.1152
686	11.8735
687	12.3569
688	12.1152
689	12.6288
690	12.7194
691	13.2028
692	12.8101
693	12.6892
694	12.8403
695	13.8675
696	13.8071
697	13.8373
698	12.6892
699	12.1756
700	13.2632
701	12.4475
702	12.2964
703	12.7798
704	12.1756
705	13.7466
706	13.0518
707	12.085
708	13.2028
709	12.4173
710	13.3539
711	14.079
712	12.0245
713	11.8735
714	11.662
715	12.5079
716	11.6318
717	12.8101
718	13.4143
719	12.4475
720	12.9611
721	12.1152
722	12.3267
723	13.0215
724	11.8735
725	13.2632
726	12.0547
727	12.6288
728	13.0518
729	13.8071
730	11.9943
731	11.4807
732	13.082
733	13.082
734	13.5352
735	13.4143
736	12.6892
737	12.9309
738	14.4415
739	13.7164
740	13.7769
741	14.23
742	15.7407
743	13.4143
744	13.3841
745	14.1394
746	13.1424
747	13.8675
748	13.8373
749	14.5624
750	14.5624
751	13.3539
752	13.2935
753	13.7769
754	13.1424
755	13.5654
756	12.5986
757	12.1756
758	12.659
759	13.2028
760	11.7828
761	12.8705
762	12.3871
763	13.1726
764	13.4143
765	12.5079
766	12.9309
767	12.5079
768	12.9309
769	12.1454
770	13.0518
771	11.4807
772	13.1726
773	13.4143
774	11.5714
775	12.4475
776	12.3871
777	12.085
778	11.7828
779	14.079
780	11.7224
781	11.813
782	11.9037
783	12.6288
784	11.5714
785	12.1756
786	12.4173
787	12.4173
788	13.5654
789	12.9309
790	12.659
791	11.662
792	12.9309
793	12.6288
794	13.6258
795	11.9641
796	12.4777
797	12.7496
798	12.9309
799	12.085
800	13.5352
801	12.3871
802	12.5079
803	12.7496
804	12.6288
805	12.4475
806	13.656
807	12.0547
808	12.4777
809	11.9037
810	11.662
811	12.4777
812	12.9007
813	12.9913
814	12.9007
815	11.6318
816	13.4747
817	13.4747
818	11.8433
819	11.4203
820	11.4505
821	11.8433
822	12.7194
823	12.7194
824	12.4475
825	10.6046
826	11.2088
827	12.5079
828	13.1726
829	12.9913
